;authors;df_2010;df_2011;df_2012;df_2013;df_2014;df_2015;df_2016;df_2017;df_2018;df_2019;df_2020;total;min;std;mean;max
313;vogel g;0;0;0;0;0;2;1;0;0;0;0;3;0;0.65;0.27;2
314;hanneman j;0;1;0;0;0;1;0;1;0;0;0;3;0;0.47;0.27;1
315;magill g;0;0;0;0;0;0;1;0;0;2;0;3;0;0.65;0.27;2
316;de jongh w;0;0;0;0;0;0;2;1;0;0;0;3;0;0.65;0.27;2
317;alsina a;0;0;0;0;0;0;0;0;2;1;0;3;0;0.65;0.27;2
318;zhao z;0;0;0;1;1;0;0;0;1;0;0;3;0;0.47;0.27;1
319;ahmad mu;0;0;0;0;0;0;0;0;0;2;1;3;0;0.65;0.27;2
320;armstrong mj;0;0;1;1;0;0;0;0;1;0;0;3;0;0.47;0.27;1
321;wu y;0;0;0;0;1;0;0;0;1;0;1;3;0;0.47;0.27;1
322;hays re;0;0;0;0;0;1;0;1;0;0;1;3;0;0.47;0.27;1
323;cooper dkc;0;0;0;0;0;0;0;1;1;0;1;3;0;0.47;0.27;1
324;koplin j;0;0;0;0;1;0;0;0;2;0;0;3;0;0.65;0.27;2
325;lapointe rudow d;0;0;0;0;0;1;1;0;0;1;0;3;0;0.47;0.27;1
326;ledoux d;0;1;0;0;1;0;0;0;0;1;0;3;0;0.47;0.27;1
327;lee wpa;0;0;0;0;0;0;0;1;1;1;0;3;0;0.47;0.27;1
328;hsu ek;0;0;0;0;0;1;0;1;0;0;1;3;0;0.47;0.27;1
329;sharp rr;0;0;0;0;0;0;0;0;1;2;0;3;0;0.65;0.27;2
330;morgan m;0;0;0;0;0;0;1;0;1;1;0;3;0;0.47;0.27;1
331;kirkpatrick jn;1;0;1;0;0;0;0;0;0;1;0;3;0;0.47;0.27;1
332;karp sj;0;0;0;0;0;0;0;0;1;2;0;3;0;0.65;0.27;2
333;merion rm;0;0;0;1;0;0;0;1;0;0;1;3;0;0.47;0.27;1
334;kropil p;1;0;0;1;1;0;0;0;0;0;0;3;0;0.47;0.27;1
335;he b;0;0;0;2;0;0;0;0;0;1;0;3;0;0.65;0.27;2
336;quintini c;0;0;0;1;1;0;1;0;0;0;0;3;0;0.47;0.27;1
337;musk gc;0;0;0;2;0;0;0;0;0;1;0;3;0;0.65;0.27;2
338;weiss mj;0;0;0;0;0;0;1;1;1;0;0;3;0;0.47;0.27;1
339;buchman dz;0;0;0;0;0;0;0;0;0;2;1;3;0;0.65;0.27;2
340;aslam s;0;0;0;0;0;0;0;0;1;0;2;3;0;0.65;0.27;2
341;wilkinson tm;0;0;1;0;1;0;1;0;0;0;0;3;0;0.47;0.27;1
342;sawinski d;0;0;0;0;0;0;0;0;1;1;1;3;0;0.47;0.27;1
343;greenberg r;0;0;0;0;0;0;0;1;0;1;1;3;0;0.47;0.27;1
344;schneeberger s;1;0;0;0;0;0;1;0;1;0;0;3;0;0.47;0.27;1
345;dubois jm;0;1;0;0;0;0;0;0;0;1;1;3;0;0.47;0.27;1
346;volk ml;1;0;0;1;0;0;0;0;1;0;0;3;0;0.47;0.27;1
347;akhtar a;0;0;0;0;0;0;0;1;1;0;1;3;0;0.47;0.27;1
348;patzer re;0;0;0;0;0;0;0;0;1;2;0;3;0;0.65;0.27;2
349;timmerman l;0;0;0;0;2;1;0;0;0;0;0;3;0;0.65;0.27;2
350;gottlieb j;0;0;0;0;0;1;1;0;1;0;0;3;0;0.47;0.27;1
351;stadlbauer v;0;0;0;1;1;0;0;0;0;0;1;3;0;0.47;0.27;1
352;frenette aj;0;0;0;0;0;0;0;1;1;0;1;3;0;0.47;0.27;1
353;smith mj;0;2;1;0;0;0;0;0;0;0;0;3;0;0.65;0.27;2
354;fost n;0;0;0;0;0;0;0;0;2;1;0;3;0;0.65;0.27;2
355;fujita m;2;0;0;0;0;0;0;1;0;0;0;3;0;0.65;0.27;2
356;lavelle ta;0;0;0;0;0;0;0;0;1;2;0;3;0;0.65;0.27;2
357;delmonico f;1;0;0;0;2;0;0;0;0;0;0;3;0;0.65;0.27;2
358;abbasi m;0;0;0;0;0;0;0;0;3;0;0;3;0;0.9;0.27;3
359;kirby j;0;0;0;1;0;0;1;1;0;0;0;3;0;0.47;0.27;1
360;van biesen w;0;0;0;0;0;0;1;0;1;0;1;3;0;0.47;0.27;1
361;appleby a;0;0;0;0;0;0;0;0;1;2;0;3;0;0.65;0.27;2
362;wall ae;0;0;0;0;0;0;0;1;0;0;2;3;0;0.65;0.27;2
363;arseneau e;0;0;0;0;0;0;0;1;1;0;1;3;0;0.47;0.27;1
364;veale jl;0;0;0;0;0;0;0;1;1;0;1;3;0;0.47;0.27;1
365;melcher ml;0;0;0;0;0;0;0;1;2;0;0;3;0;0.65;0.27;2
366;ismail sy;0;0;0;0;1;1;1;0;0;0;0;3;0;0.47;0.27;1
367;ball i;0;0;0;0;0;0;0;1;0;1;1;3;0;0.47;0.27;1
368;rochwerg b;0;0;0;0;0;0;0;1;1;0;1;3;0;0.47;0.27;1
369;legendre c;1;0;1;0;0;0;0;0;1;0;0;3;0;0.47;0.27;1
370;burra p;0;0;1;0;0;1;0;0;0;1;0;3;0;0.47;0.27;1
371;rondeau e;0;0;0;0;0;0;0;0;0;2;1;3;0;0.65;0.27;2
372;welte t;0;0;0;0;1;1;1;0;0;0;0;3;0;0.47;0.27;1
373;chadban s;0;0;0;1;1;0;0;0;0;0;1;3;0;0.47;0.27;1
374;stewart de;0;0;0;0;0;1;0;0;2;0;0;3;0;0.65;0.27;2
375;iltis as;1;0;0;0;0;0;0;0;0;2;0;3;0;0.65;0.27;2
376;zamperetti n;1;0;0;0;0;0;2;0;0;0;0;3;0;0.65;0.27;2
377;madden s;0;0;0;0;0;0;0;0;0;2;1;3;0;0.65;0.27;2
378;toprak hi;0;1;1;0;0;1;0;0;0;0;0;3;0;0.47;0.27;1
379;goldfarb da;0;0;0;0;0;1;1;1;0;0;0;3;0;0.47;0.27;1
380;ahmadi m;0;0;0;0;0;0;0;0;3;0;0;3;0;0.9;0.27;3
381;rogers w;0;0;0;1;0;0;0;0;0;1;1;3;0;0.47;0.27;1
382;chen s;0;0;0;0;0;1;0;1;0;1;0;3;0;0.47;0.27;1
383;watermeyer j;0;0;0;0;0;0;0;1;2;0;0;3;0;0.65;0.27;2
384;kiani m;0;0;0;0;0;0;0;0;3;0;0;3;0;0.9;0.27;3
385;penn c;0;0;0;0;0;0;0;1;2;0;0;3;0;0.65;0.27;2
386;stephens m;0;0;0;0;0;0;0;1;0;2;0;3;0;0.65;0.27;2
387;del priore g;0;0;0;2;1;0;0;0;0;0;0;3;0;0.65;0.27;2
388;escudero d;0;0;0;0;0;1;0;1;0;1;0;3;0;0.47;0.27;1
389;mclaughlin l;0;0;0;0;0;0;0;1;0;2;0;3;0;0.65;0.27;2
390;penrod d;2;1;0;0;0;0;0;0;0;0;0;3;0;0.65;0.27;2
391;amaral s;0;0;0;0;2;0;0;0;1;0;0;3;0;0.65;0.27;2
392;roberts a;0;0;0;0;0;0;0;1;0;2;0;3;0;0.65;0.27;2
393;walton p;0;0;0;0;0;0;0;1;0;2;0;3;0;0.65;0.27;2
394;morgan k;0;0;0;0;0;0;0;1;0;2;0;3;0;0.65;0.27;2
395;noyes j;0;0;0;0;0;0;0;1;0;2;0;3;0;0.65;0.27;2
396;fry-revere s;0;0;0;0;0;1;0;1;0;0;1;3;0;0.47;0.27;1
397;mysel h;0;0;0;0;0;1;0;2;0;0;0;3;0;0.65;0.27;2
398;dunn s;0;0;0;0;0;0;0;0;0;1;2;3;0;0.65;0.27;2
399;albar ma;0;0;0;0;1;0;0;2;0;0;0;3;0;0.65;0.27;2
400;chamsi-pasha h;0;0;0;0;1;0;0;2;0;0;0;3;0;0.65;0.27;2
401;long-sutehall t;0;0;0;0;1;0;0;0;1;1;0;3;0;0.47;0.27;1
402;morelon e;0;0;0;0;1;0;1;0;1;0;0;3;0;0.47;0.27;1
403;helft pr;0;0;0;0;1;0;1;0;0;1;0;3;0;0.47;0.27;1
404;donckier v;0;0;0;0;2;1;0;0;0;0;0;3;0;0.65;0.27;2
405;gaston rs;0;0;0;0;0;1;0;0;1;1;0;3;0;0.47;0.27;1
406;cole eh;1;0;0;0;1;0;0;1;0;0;0;3;0;0.47;0.27;1
407;caulfield t;1;0;1;0;1;0;0;0;0;0;0;3;0;0.47;0.27;1
408;lamontagne f;0;0;0;0;0;0;0;1;1;0;1;3;0;0.47;0.27;1
409;cherry mj;1;0;0;0;0;0;0;1;0;1;0;3;0;0.47;0.27;1
410;purnell ts;0;0;0;0;0;0;0;2;1;0;0;3;0;0.65;0.27;2
411;salehi b;0;0;0;0;0;0;0;0;3;0;0;3;0;0.9;0.27;3
412;pruett t;0;0;0;1;0;0;0;0;1;0;1;3;0;0.47;0.27;1
413;miller cm;0;0;1;0;0;0;1;1;0;0;0;3;0;0.47;0.27;1
414;tobian aar;0;0;0;0;0;0;0;0;0;1;2;3;0;0.65;0.27;2
415;hegbrant j;0;0;0;0;0;2;0;0;0;0;1;3;0;0.65;0.27;2
416;allen la;0;0;0;0;0;0;1;0;1;1;0;3;0;0.47;0.27;1
417;yang l;0;0;0;0;0;0;0;1;0;1;1;3;0;0.47;0.27;1
418;oniscu gc;0;0;0;0;1;0;1;0;0;0;1;3;0;0.47;0.27;1
419;flechner sm;0;0;0;0;0;1;1;0;0;0;1;3;0;0.47;0.27;1
420;forsythe jl;0;0;0;0;1;0;2;0;0;0;0;3;0;0.65;0.27;2
421;goldberg d;0;0;0;1;0;0;0;1;1;0;0;3;0;0.47;0.27;1
422;sallinen v;0;0;0;0;0;0;0;0;0;1;2;3;0;0.65;0.27;2
423;shah sk;1;0;0;0;0;1;0;0;1;0;0;3;0;0.47;0.27;1
424;slaats d;0;0;0;0;0;0;0;1;2;0;0;3;0;0.65;0.27;2
425;mcquinn mw;0;0;0;0;0;0;0;0;1;2;0;3;0;0.65;0.27;2
426;pronk mc;0;0;0;0;0;0;0;1;2;0;0;3;0;0.65;0.27;2
427;stevenson lw;0;0;0;0;0;1;1;0;0;0;1;3;0;0.47;0.27;1
428;malmqvist e;0;0;0;0;1;1;1;0;0;0;0;3;0;0.47;0.27;1
429;sweet sc;0;0;0;1;0;1;0;0;0;1;0;3;0;0.47;0.27;1
430;beauvais n;0;2;0;0;1;0;0;0;0;0;0;3;0;0.65;0.27;2
431;warrens an;0;1;2;0;0;0;0;0;0;0;0;3;0;0.65;0.27;2
432;moosa mr;0;0;0;0;0;0;0;1;0;0;2;3;0;0.65;0.27;2
433;plana nm;0;0;0;0;0;0;0;0;3;0;0;3;0;0.9;0.27;3
434;muiesan p;0;0;0;0;1;0;0;1;0;0;1;3;0;0.47;0.27;1
435;parker ls;0;0;0;0;0;0;0;1;0;2;0;3;0;0.65;0.27;2
436;harrison ch;0;0;0;0;0;1;1;0;0;1;0;3;0;0.47;0.27;1
437;yeh h;0;0;0;0;0;1;1;1;0;0;0;3;0;0.47;0.27;1
438;rana a;0;0;0;0;0;0;0;0;2;1;0;3;0;0.65;0.27;2
439;matas aj;0;1;1;0;0;0;0;0;0;1;0;3;0;0.47;0.27;1
440;kuhr cs;0;0;0;0;0;0;0;2;1;0;0;3;0;0.65;0.27;2
441;harhay mn;0;0;0;0;0;1;0;0;0;1;1;3;0;0.47;0.27;1
442;emond j;0;0;0;1;0;0;0;0;2;0;0;3;0;0.65;0.27;2
443;murphy p;0;1;0;0;0;1;0;0;1;0;0;3;0;0.47;0.27;1
444;evans dw;2;0;0;1;0;0;0;0;0;0;0;3;0;0.65;0.27;2
445;ahmad n;1;0;0;1;0;1;0;0;0;0;0;3;0;0.47;0.27;1
446;ratner le;0;0;0;0;0;1;0;0;1;1;0;3;0;0.47;0.27;1
447;burns kea;0;0;0;0;0;0;0;0;1;1;1;3;0;0.47;0.27;1
448;fishman ja;0;0;0;0;0;0;1;1;1;0;0;3;0;0.47;0.27;1
449;costa an;0;0;0;0;0;0;0;0;1;2;0;3;0;0.65;0.27;2
450;meadow j;0;0;0;0;0;2;1;0;0;0;0;3;0;0.65;0.27;2
451;levitsky j;0;0;0;1;0;0;1;0;0;1;0;3;0;0.47;0.27;1
452;strippoli gf;0;0;0;0;0;2;0;0;0;0;1;3;0;0.65;0.27;2
453;pulsipher ma;1;0;0;0;0;0;2;0;0;0;0;3;0;0.65;0.27;2
454;robinson am;0;0;0;0;0;0;0;0;2;0;1;3;0;0.65;0.27;2
455;humar a;0;0;0;1;0;0;0;1;1;0;0;3;0;0.47;0.27;1
456;pascual m;0;0;0;1;1;0;0;0;0;1;0;3;0;0.47;0.27;1
457;paloyo sr;0;0;0;0;0;0;0;2;1;0;0;3;0;0.65;0.27;2
458;wang w;0;0;0;0;1;0;1;1;0;0;0;3;0;0.47;0.27;1
459;kelly pj;0;0;1;2;0;0;0;0;0;0;0;3;0;0.65;0.27;2
460;kantar rs;0;0;0;0;0;0;0;0;2;1;0;3;0;0.65;0.27;2
461;binser t;0;0;0;0;1;0;1;0;0;0;0;2;0;0.4;0.18;1
462;eisenberger u;0;0;0;0;1;0;1;0;0;0;0;2;0;0.4;0.18;1
463;de meijer ve;0;0;0;0;0;0;0;0;1;1;0;2;0;0.4;0.18;1
464;thoeny hc;0;0;0;0;1;0;1;0;0;0;0;2;0;0.4;0.18;1
465;asai a;0;0;1;0;0;0;0;0;1;0;0;2;0;0.4;0.18;1
466;blancas i;0;0;0;0;0;0;0;0;1;1;0;2;0;0.4;0.18;1
467;sohn mw;0;0;0;1;0;1;0;0;0;0;0;2;0;0.4;0.18;1
468;chaudhuri a;0;0;0;0;0;2;0;0;0;0;0;2;0;0.6;0.18;2
469;freeman rb jr;0;1;1;0;0;0;0;0;0;0;0;2;0;0.4;0.18;1
470;ferguson j;0;0;0;0;0;0;0;0;2;0;0;2;0;0.6;0.18;2
471;mamzer bruneel mf;0;0;0;0;0;0;2;0;0;0;0;2;0;0.6;0.18;2
472;blokzijl h;0;0;0;0;0;0;0;0;1;1;0;2;0;0.4;0.18;1
473;uemoto s;0;0;0;0;0;1;1;0;0;0;0;2;0;0.4;0.18;1
474;oedingen c;0;0;0;0;0;0;0;0;1;1;0;2;0;0.4;0.18;1
475;busschbach jjv;0;0;0;0;0;0;0;0;0;2;0;2;0;0.6;0.18;2
476;farrington k;0;0;0;0;0;0;1;1;0;0;0;2;0;0.4;0.18;1
477;bartling t;0;0;0;0;0;0;0;0;1;1;0;2;0;0.4;0.18;1
478;eisen hj;0;1;0;0;0;0;0;1;0;0;0;2;0;0.4;0.18;1
479;mccauley m;0;0;0;0;0;0;1;0;1;0;0;2;0;0.4;0.18;1
480;kadooka y;0;0;1;0;0;0;0;0;1;0;0;2;0;0.4;0.18;1
481;ismail s;0;0;0;0;0;0;0;0;0;2;0;2;0;0.6;0.18;2
482;dos santos mj;0;0;0;0;0;0;0;0;1;1;0;2;0;0.4;0.18;1
483;schweda m;0;0;1;0;1;0;0;0;0;0;0;2;0;0.4;0.18;1
484;chen x;0;1;0;0;0;0;0;0;0;0;1;2;0;0.4;0.18;1
485;huang j;0;0;1;0;0;0;0;1;0;0;0;2;0;0.4;0.18;1
486;sadler bl;0;0;0;0;0;1;0;0;1;0;0;2;0;0.4;0.18;1
487;bucuvalas j;0;0;0;0;0;0;1;0;0;0;1;2;0;0.4;0.18;1
488;miller c;0;0;0;1;1;0;0;0;0;0;0;2;0;0.4;0.18;1
489;aizawa k;0;0;1;0;0;0;0;0;1;0;0;2;0;0.4;0.18;1
490;grimm p;0;0;0;0;0;2;0;0;0;0;0;2;0;0.6;0.18;2
491;zhang x;0;0;0;0;0;0;0;0;1;0;1;2;0;0.4;0.18;1
492;fujiki m;0;0;0;1;0;0;1;0;0;0;0;2;0;0.4;0.18;1
493;carlsson p;0;0;0;1;1;0;0;0;0;0;0;2;0;0.4;0.18;1
494;agarwal a;0;0;0;0;0;0;0;0;0;0;2;2;0;0.6;0.18;2
495;husson j;0;0;0;0;0;0;0;0;0;0;2;2;0;0.6;0.18;2
496;turner l;0;0;0;1;0;0;0;0;1;0;0;2;0;0.4;0.18;1
497;stosor v;0;0;0;0;0;0;0;0;0;0;2;2;0;0.6;0.18;2
498;macauley r;0;1;1;0;0;0;0;0;0;0;0;2;0;0.4;0.18;1
499;golovanova ia;0;0;0;0;0;0;2;0;0;0;0;2;0;0.6;0.18;2
500;noha pp;0;0;0;0;0;0;2;0;0;0;0;2;0;0.6;0.18;2
501;king kl;0;0;0;0;0;0;0;0;0;1;1;2;0;0.4;0.18;1
502;gilbert a;0;0;0;0;0;0;0;0;0;0;2;2;0;0.6;0.18;2
503;claudot f;0;0;0;1;0;1;0;0;0;0;0;2;0;0.4;0.18;1
504;haase-kromwijk b;0;0;0;0;0;0;0;0;0;0;2;2;0;0.6;0.18;2
505;fung jj;0;0;0;0;0;0;1;0;0;1;0;2;0;0.4;0.18;1
506;friedman-moraco r;0;0;0;0;0;0;0;0;0;0;2;2;0;0.6;0.18;2
507;mehta s;0;0;0;0;0;0;0;0;0;0;2;2;0;0.6;0.18;2
508;ozkan o;0;0;0;0;0;0;0;0;2;0;0;2;0;0.6;0.18;2
509;pashkov vm;0;0;0;0;0;0;2;0;0;0;0;2;0;0.6;0.18;2
510;audibert g;0;0;0;1;0;1;0;0;0;0;0;2;0;0.4;0.18;1
511;adebiyi o;0;0;0;0;0;0;0;0;0;0;2;2;0;0.6;0.18;2
512;yildiz b;0;0;0;0;0;0;0;0;1;0;1;2;0;0.4;0.18;1
513;redd ad;0;0;0;0;0;0;0;0;0;0;2;2;0;0.6;0.18;2
514;anthony sj;0;0;0;0;0;0;0;0;1;1;0;2;0;0.4;0.18;1
515;mehta sa;0;0;0;0;0;0;0;0;0;0;2;2;0;0.6;0.18;2
516;zambrano a;0;0;0;0;0;0;1;0;1;0;0;2;0;0.4;0.18;1
517;desai n;0;0;0;0;0;0;0;0;0;0;2;2;0;0.6;0.18;2
518;dave s;0;0;0;1;1;0;0;0;0;0;0;2;0;0.4;0.18;1
519;carlisle em;0;1;1;0;0;0;0;0;0;0;0;2;0;0.4;0.18;1
520;baumann a;0;0;0;1;0;1;0;0;0;0;0;2;0;0.4;0.18;1
521;boin ifsf;0;0;0;0;0;0;0;0;1;1;0;2;0;0.4;0.18;1
522;macher ma;0;1;1;0;0;0;0;0;0;0;0;2;0;0.4;0.18;1
523;kon z;0;0;0;0;0;0;0;0;0;0;2;2;0;0.6;0.18;2
524;small cb;0;0;0;0;0;0;0;0;0;0;2;2;0;0.6;0.18;2
525;goldfrank l;0;0;0;0;0;0;0;0;0;0;2;2;0;0.6;0.18;2
526;snyder j;0;0;0;1;0;0;0;0;0;1;0;2;0;0.4;0.18;1
527;pavlakis m;0;1;1;0;0;0;0;0;0;0;0;2;0;0.4;0.18;1
528;black a;0;0;0;0;0;0;2;0;0;0;0;2;0;0.6;0.18;2
529;faitot f;0;0;0;0;0;0;0;0;1;0;1;2;0;0.4;0.18;1
530;erlich g;0;0;0;0;0;0;1;0;1;0;0;2;0;0.4;0.18;1
531;schwarz a;0;0;0;0;0;0;2;0;0;0;0;2;0;0.6;0.18;2
532;blumenthal np;0;0;0;1;1;0;0;0;0;0;0;2;0;0.4;0.18;1
533;richards b;0;0;0;1;0;0;0;0;0;0;1;2;0;0.4;0.18;1
534;buturovic z;0;0;0;0;0;0;0;0;0;0;2;2;0;0.6;0.18;2
535;leprince p;0;0;0;1;0;0;0;0;0;0;1;2;0;0.4;0.18;1
536;yankov j;0;0;0;0;0;0;2;0;0;0;0;2;0;0.6;0.18;2
537;massey e;0;0;0;1;0;0;0;0;0;1;0;2;0;0.4;0.18;1
538;wilkinson s;0;0;0;0;0;0;1;0;1;0;0;2;0;0.4;0.18;1
539;helantera i;0;0;0;0;0;0;0;0;0;0;2;2;0;0.6;0.18;2
540;pascalev a;0;0;0;1;0;0;1;0;0;0;0;2;0;0.4;0.18;1
541;pennings g;0;0;0;1;1;0;0;0;0;0;0;2;0;0.4;0.18;1
542;ahmed s;0;0;0;0;0;0;0;0;1;1;0;2;0;0.4;0.18;1
543;capitaine l;0;0;0;1;1;0;0;0;0;0;0;2;0;0.4;0.18;1
544;uso td;0;0;0;1;0;0;1;0;0;0;0;2;0;0.4;0.18;1
545;wall s;0;0;0;0;0;0;0;0;0;0;2;2;0;0.6;0.18;2
546;karahan k;0;1;1;0;0;0;0;0;0;0;0;2;0;0.4;0.18;1
547;schold j;0;0;0;0;0;0;2;0;0;0;0;2;0;0.6;0.18;2
548;hahnenkamp k;0;0;0;0;0;0;1;0;0;1;0;2;0;0.4;0.18;1
549;czerwinski j;0;0;0;0;0;0;0;0;0;0;2;2;0;0.6;0.18;2
550;levesque e;0;0;0;0;0;0;0;0;1;0;1;2;0;0.4;0.18;1
551;besch c;0;0;0;0;0;0;0;0;1;0;1;2;0;0.4;0.18;1
552;mcguinness s;0;1;0;0;0;0;1;0;0;0;0;2;0;0.4;0.18;1
553;michard b;0;0;0;0;0;0;0;0;1;0;1;2;0;0.4;0.18;1
554;chin-hong p;0;0;0;0;0;0;0;0;0;0;2;2;0;0.6;0.18;2
555;mishra r;0;1;0;1;0;0;0;0;0;0;0;2;0;0.4;0.18;1
556;doby b;0;0;0;0;0;0;0;0;0;0;2;2;0;0.6;0.18;2
557;franke ca;0;0;0;0;0;0;0;0;1;1;0;2;0;0.4;0.18;1
558;ascher n;0;0;0;0;0;0;1;0;0;1;0;2;0;0.4;0.18;1
559;artzner t;0;0;0;0;0;0;0;0;1;0;1;2;0;0.4;0.18;1
560;de castro ld;0;0;0;1;1;0;0;0;0;0;0;2;0;0.4;0.18;1
561;coffman kl;0;0;0;1;1;0;0;0;0;0;0;2;0;0.4;0.18;1
562;ersoy mo;0;1;1;0;0;0;0;0;0;0;0;2;0;0.4;0.18;1
563;mackay d;0;0;0;0;0;0;1;0;0;1;0;2;0;0.4;0.18;1
564;redeker s;0;0;0;0;0;0;0;0;0;2;0;2;0;0.6;0.18;2
565;khazanie p;0;0;0;0;0;0;0;0;1;1;0;2;0;0.4;0.18;1
566;ishigooka j;0;0;1;0;0;0;1;0;0;0;0;2;0;0.4;0.18;1
567;lantieri l;0;0;1;0;0;0;1;0;0;0;0;2;0;0.4;0.18;1
568;bobbert m;0;0;0;1;0;0;0;0;0;1;0;2;0;0.4;0.18;1
569;ramos kj;0;0;0;0;0;0;0;0;0;2;0;2;0;0.6;0.18;2
570;schrem h;0;0;0;0;0;0;0;0;1;1;0;2;0;0.4;0.18;1
571;stiegler p;0;0;0;1;1;0;0;0;0;0;0;2;0;0.4;0.18;1
572;yap c;0;0;0;0;0;1;0;1;0;0;0;2;0;0.4;0.18;1
573;emerson j;0;0;0;0;0;0;0;0;1;1;0;2;0;0.4;0.18;1
574;thomas j;0;0;0;0;0;1;0;0;1;0;0;2;0;0.4;0.18;1
575;orlowski jp;0;0;0;0;0;0;0;0;0;1;1;2;0;0.4;0.18;1
576;nishimura k;0;0;1;0;0;0;1;0;0;0;0;2;0;0.4;0.18;1
577;kobayashi s;0;0;1;0;0;0;1;0;0;0;0;2;0;0.4;0.18;1
578;aujoulat i;0;0;1;1;0;0;0;0;0;0;0;2;0;0.4;0.18;1
579;bia m;0;0;0;1;0;1;0;0;0;0;0;2;0;0.4;0.18;1
580;heaton n;0;0;1;0;0;0;0;0;0;0;1;2;0;0.4;0.18;1
581;barton d;0;0;0;0;0;1;0;1;0;0;0;2;0;0.4;0.18;1
582;katznelson g;0;0;0;0;0;0;0;0;2;0;0;2;0;0.6;0.18;2
583;dibrito sr;0;0;0;0;0;0;0;0;2;0;0;2;0;0.6;0.18;2
584;garonzik-wang jm;0;0;0;0;0;0;0;0;1;0;1;2;0;0.4;0.18;1
585;waldram mm;0;0;0;0;0;0;0;0;1;0;1;2;0;0.4;0.18;1
586;curtis r;0;0;0;0;0;0;0;0;0;2;0;2;0;0.6;0.18;2
587;chen y;0;0;0;0;0;0;0;0;1;0;1;2;0;0.4;0.18;1
588;erim y;0;0;0;0;0;0;0;0;1;0;1;2;0;0.4;0.18;1
589;cheng xs;0;0;0;0;0;1;0;0;0;0;1;2;0;0.4;0.18;1
590;saunders mr;0;0;0;0;0;1;0;1;0;0;0;2;0;0.4;0.18;1
591;gallo ae;0;0;0;0;0;0;0;0;2;0;0;2;0;0.6;0.18;2
592;turnbull jm;0;0;0;0;0;1;0;1;0;0;0;2;0;0.4;0.18;1
593;cantrelle c;0;0;1;0;0;0;0;0;0;0;1;2;0;0.4;0.18;1
594;garcia-garcia g;0;0;2;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
595;michalsen a;0;0;0;0;0;0;0;0;0;2;0;2;0;0.6;0.18;2
596;meier s;0;0;0;0;0;0;0;0;0;2;0;2;0;0.6;0.18;2
597;liebig m;0;0;0;0;0;0;0;0;0;2;0;2;0;0.6;0.18;2
598;knochel k;0;0;0;0;0;0;0;0;0;2;0;2;0;0.6;0.18;2
599;jobges s;0;0;0;0;0;0;0;0;0;2;0;2;0;0.6;0.18;2
600;hartog c;0;0;0;0;0;0;0;0;0;2;0;2;0;0.6;0.18;2
601;li b;0;0;1;0;0;0;1;0;0;0;0;2;0;0.4;0.18;1
602;gretenkort p;0;0;0;0;0;0;0;0;0;2;0;2;0;0.6;0.18;2
603;erchinger r;0;0;0;0;0;0;0;0;0;2;0;2;0;0.6;0.18;2
604;duttge g;0;0;0;0;0;0;0;0;0;2;0;2;0;0.6;0.18;2
605;dannenberg k;0;0;0;0;0;0;0;0;0;2;0;2;0;0.6;0.18;2
606;burchardi h;0;0;0;0;0;0;0;0;0;2;0;2;0;0.6;0.18;2
607;boll b;0;0;0;0;0;0;0;0;0;2;0;2;0;0.6;0.18;2
608;lucking km;0;0;0;0;0;0;0;0;0;2;0;2;0;0.6;0.18;2
609;rogge a;0;0;0;0;0;0;0;0;0;2;0;2;0;0.6;0.18;2
610;neitzke g;0;0;0;0;0;0;0;0;0;2;0;2;0;0.6;0.18;2
611;quigley m;0;0;2;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
612;elias n;0;0;0;0;0;1;0;0;0;0;1;2;0;0.4;0.18;1
613;hyder ja;0;0;0;0;0;1;1;0;0;0;0;2;0;0.4;0.18;1
614;ravaioli m;0;0;0;0;0;1;0;0;0;0;1;2;0;0.4;0.18;1
615;cescon m;0;0;0;0;0;1;0;0;0;0;1;2;0;0.4;0.18;1
616;winkelmayer wc;0;0;0;0;0;0;0;0;1;1;0;2;0;0.4;0.18;1
617;fedson se;0;0;0;0;0;0;0;0;2;0;0;2;0;0.6;0.18;2
618;chapman wc;0;0;0;0;0;1;0;0;1;0;0;2;0;0.4;0.18;1
619;sibbald r;0;0;0;0;0;0;0;0;0;1;1;2;0;0.4;0.18;1
620;bastami s;0;0;1;1;0;0;0;0;0;0;0;2;0;0.4;0.18;1
621;siebelink mj;0;0;0;0;0;1;0;0;1;0;0;2;0;0.4;0.18;1
622;cass a;0;0;0;1;1;0;0;0;0;0;0;2;0;0.4;0.18;1
623;howard k;0;0;0;1;1;0;0;0;0;0;0;2;0;0.4;0.18;1
624;sinnott-armstrong w;0;0;0;1;0;0;0;0;0;0;1;2;0;0.4;0.18;1
625;delwaide j;0;0;0;0;0;0;0;0;0;1;1;2;0;0.4;0.18;1
626;wilhelms la;0;0;0;0;0;1;0;1;0;0;0;2;0;0.4;0.18;1
627;guo z;0;0;0;1;0;0;0;0;0;0;1;2;0;0.4;0.18;1
628;fehrman-ekholm i;0;0;0;1;0;0;0;0;1;0;0;2;0;0.4;0.18;1
629;duivenbode r;0;0;0;0;0;0;0;0;1;0;1;2;0;0.4;0.18;1
630;rosoff pm;0;0;0;0;0;0;0;0;2;0;0;2;0;0.6;0.18;2
